date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:29:27	289/289	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:20%20GMT	http://demo.felippepuhle.com.br/aero/css/apps/charts.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/apps/charts.css	(from http://demo.felippepuhle.com.br/aero/apps_charts.html)
20:29:29	14325/14325	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:50%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/pie.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/pie.js	(from http://demo.felippepuhle.com.br/aero/apps_charts.html)
20:29:30	9033/9033	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:39%20GMT	http://demo.felippepuhle.com.br/aero/js/apps/charts.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/apps/charts.js	(from http://demo.felippepuhle.com.br/aero/apps_charts.html)
20:29:32	29300/29300	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:01:06%20GMT	http://demo.felippepuhle.com.br/aero/css/login.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/login.css	(from http://demo.felippepuhle.com.br/aero/login.html)
20:29:33	746/746	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:01:05%20GMT	http://demo.felippepuhle.com.br/aero/css/error.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/error.css	(from http://demo.felippepuhle.com.br/aero/error_400.html)
20:29:34	2033/2033	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:25%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/profile.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/profile.css	(from http://demo.felippepuhle.com.br/aero/profile.html)
20:29:36	109730/109730	---MC-	200	added ('OK')	text/javascript	date:Wed,%2020%20Sep%202017%2016:00:41%20GMT	https://www.gstatic.com/charts/loader.js	D:/rob/Aro%20Admin/www.gstatic.com/charts/loader.js	(from http://demo.felippepuhle.com.br/aero/apps_charts.html)
20:29:38	39238/39238	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:16%20GMT	http://demo.felippepuhle.com.br/aero/img/gallery-1.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/gallery-1.jpg	(from http://demo.felippepuhle.com.br/aero/profile.html)
20:29:44	51138/51138	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:24%20GMT	http://demo.felippepuhle.com.br/aero/img/gallery-3.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/gallery-3.jpg	(from http://demo.felippepuhle.com.br/aero/profile.html)
20:29:47	48896/48896	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:30%20GMT	http://demo.felippepuhle.com.br/aero/img/gallery-5.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/gallery-5.jpg	(from http://demo.felippepuhle.com.br/aero/profile.html)
20:29:48	60286/60286	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:27%20GMT	http://demo.felippepuhle.com.br/aero/img/gallery-4.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/gallery-4.jpg	(from http://demo.felippepuhle.com.br/aero/profile.html)
20:29:52	144386/144386	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:21%20GMT	http://demo.felippepuhle.com.br/aero/img/gallery-2.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/gallery-2.jpg	(from http://demo.felippepuhle.com.br/aero/profile.html)
20:29:54	346/346	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:03:46%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/css/jquery.fileupload.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/css/jquery.fileupload.css	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:29:54	115461/115461	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:31%20GMT	http://demo.felippepuhle.com.br/aero/img/gallery-6.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/gallery-6.jpg	(from http://demo.felippepuhle.com.br/aero/profile.html)
20:29:55	15197/15197	---M-Z	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:12:32%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/select2/dist/css/select2.min.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/select2/dist/css/select2.min.css	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:29:56	9978/9978	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:08:15%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/vendor/jquery.ui.widget.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/vendor/jquery.ui.widget.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:29:57	16820/16820	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:04:00%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-load-image/js/load-image.all.min.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-load-image/js/load-image.all.min.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:29:58	2082/2082	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:42%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-canvas-to-blob/js/canvas-to-blob.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-canvas-to-blob/js/canvas-to-blob.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:29:59	3116/3116	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:55%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.iframe-transport.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.iframe-transport.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:00	24343/24343	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:56%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:01	2518/2518	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:52%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-process.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-process.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:03	4575/4575	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:52%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-image.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-image.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:04	1399/1399	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:51%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-audio.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-audio.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:05	1399/1399	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:54%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-video.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-video.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:07	1664/1664	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:53%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-validate.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-validate.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:08	13321/13321	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:54%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-ui.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-file-upload/js/jquery.fileupload-ui.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:09	1228/1228	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:04:08%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/blueimp-tmpl/js/tmpl.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/blueimp-tmpl/js/tmpl.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:10	66666/66666	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:12:39%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/select2/dist/js/select2.min.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/select2/dist/js/select2.min.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
20:30:12	3202/3202	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:39%20GMT	http://demo.felippepuhle.com.br/aero/js/apps/crud_form.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/apps/crud_form.js	(from http://demo.felippepuhle.com.br/aero/apps_crud_form.html)
